# SOURCE: Open-Meteo ERA5 Reanalysis
"# LOCATION: Salem, Tamil Nadu (Target: 11.6643N, 78.146E)"
# PERIOD: 2021-01-01 to 2023-12-31 IST
timestamp_ist,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,wind_speed_10m,shortwave_radiation,soil_moisture_0_to_7cm
2021-01-05T10:00,27.1,64,19.7,0.0,8.2,255.0,0.231
2021-01-05T11:00,28.1,60,19.6,0.0,9.7,374.0,0.23
2021-01-05T12:00,29.0,58,20.0,0.0,8.1,470.0,0.229
2021-01-05T13:00,29.4,58,20.4,0.0,7.2,496.0,0.227
2021-01-05T14:00,28.0,64,20.5,0.5,10.5,414.0,0.229
2021-01-05T15:00,26.6,73,21.3,0.8,6.0,155.0,0.237
2021-01-05T16:00,26.0,75,21.2,1.3,6.8,117.0,0.253
2021-01-05T17:00,26.3,70,20.4,0.2,7.3,49.0,0.224
2021-01-05T18:00,25.2,77,20.8,0.0,3.5,10.0,0.224
2021-01-05T19:00,24.3,83,21.2,0.1,3.1,0.0,0.224
2021-01-05T20:00,24.0,86,21.5,0.3,3.1,0.0,0.226
2021-01-05T21:00,23.4,91,21.8,0.0,3.1,0.0,0.226
2021-01-05T22:00,23.0,93,21.9,0.0,3.2,0.0,0.226
2021-01-05T23:00,22.7,95,21.8,0.0,3.3,0.0,0.226
2021-01-06T00:00,22.8,94,21.7,0.0,2.5,0.0,0.226
2021-01-06T01:00,22.6,95,21.7,0.0,1.1,0.0,0.226
2021-01-06T02:00,22.3,96,21.7,0.0,1.9,0.0,0.226
2021-01-06T03:00,22.3,96,21.7,0.0,1.8,0.0,0.226
2021-01-06T04:00,22.0,98,21.6,0.0,2.3,0.0,0.227
2021-01-06T05:00,22.1,98,21.8,0.0,1.8,0.0,0.243
2021-01-06T06:00,22.2,98,21.8,0.0,2.3,0.0,0.243
2021-01-06T07:00,22.7,94,21.6,0.0,3.1,33.0,0.243
2021-01-06T08:00,24.2,86,21.6,0.0,3.4,172.0,0.243
2021-01-06T09:00,25.6,77,21.2,0.2,4.7,306.0,0.244
2021-01-06T10:00,27.3,70,21.4,0.0,8.6,509.0,0.243
2021-01-06T11:00,28.4,63,20.6,0.1,11.6,563.0,0.242
2021-01-06T12:00,29.0,61,20.9,0.1,13.0,673.0,0.241
2021-01-06T13:00,27.3,72,21.7,1.1,12.7,380.0,0.249
2021-01-06T14:00,27.1,72,21.6,1.1,12.3,369.0,0.26
2021-01-06T15:00,27.0,73,21.9,0.1,12.3,336.0,0.261
2021-01-06T16:00,25.8,78,21.6,0.0,16.1,228.0,0.26
2021-01-06T17:00,25.3,78,21.3,0.0,13.4,119.0,0.25
2021-01-06T18:00,24.2,84,21.3,0.2,12.6,10.0,0.251
2021-01-06T19:00,23.7,88,21.6,0.4,7.6,0.0,0.253
2021-01-06T20:00,23.7,89,21.7,0.0,3.9,0.0,0.253
2021-01-06T21:00,23.1,92,21.7,0.0,3.3,0.0,0.253
2021-01-06T22:00,22.7,94,21.7,0.0,3.3,0.0,0.253
2021-01-06T23:00,22.8,93,21.7,0.0,5.8,0.0,0.253
2021-01-07T00:00,22.3,96,21.6,0.0,3.9,0.0,0.253
2021-01-07T01:00,22.1,96,21.5,0.1,3.1,0.0,0.253
2021-01-07T02:00,22.0,97,21.5,0.0,2.8,0.0,0.253
2021-01-07T03:00,22.1,97,21.6,0.0,2.4,0.0,0.252
2021-01-07T04:00,22.3,95,21.5,0.0,2.5,0.0,0.253
2021-01-07T05:00,22.2,97,21.6,0.0,2.3,0.0,0.287
2021-01-07T06:00,22.5,95,21.6,0.2,0.8,0.0,0.29
2021-01-07T07:00,22.6,94,21.6,0.3,2.0,17.0,0.293
2021-01-07T08:00,23.0,92,21.7,1.0,3.3,77.0,0.306
2021-01-07T09:00,23.9,87,21.6,0.5,5.0,187.0,0.31
2021-01-07T10:00,24.4,84,21.6,0.0,5.9,171.0,0.309
2021-01-07T11:00,25.3,79,21.4,0.0,6.7,226.0,0.307
2021-01-07T12:00,26.4,73,21.3,0.0,8.3,323.0,0.305
2021-01-07T13:00,27.6,68,21.2,0.0,7.3,424.0,0.302
2021-01-07T14:00,27.9,66,20.9,0.0,6.6,345.0,0.299
2021-01-07T15:00,28.0,66,21.0,0.2,11.3,410.0,0.298
2021-01-07T16:00,27.3,70,21.4,0.0,13.6,286.0,0.296
2021-01-07T17:00,26.7,72,21.3,0.0,11.6,136.0,0.277
2021-01-07T18:00,25.4,78,21.4,0.0,12.9,15.0,0.276
2021-01-07T19:00,24.8,82,21.5,0.1,14.7,0.0,0.276
2021-01-07T20:00,24.3,85,21.5,0.1,13.7,0.0,0.277
2021-01-07T21:00,24.0,86,21.6,0.2,11.9,0.0,0.278
2021-01-07T22:00,23.7,88,21.5,0.1,10.3,0.0,0.278
2021-01-07T23:00,23.4,90,21.6,0.1,8.9,0.0,0.278
2021-01-08T00:00,23.3,90,21.7,0.0,9.4,0.0,0.277
2021-01-08T01:00,22.7,94,21.6,0.0,5.8,0.0,0.277
2021-01-08T02:00,22.0,97,21.5,0.0,3.4,0.0,0.276
2021-01-08T03:00,21.7,98,21.4,0.0,3.6,0.0,0.276
2021-01-08T04:00,21.8,98,21.4,0.0,2.5,0.0,0.275
2021-01-08T05:00,22.0,97,21.6,0.0,3.6,0.0,0.272
2021-01-08T06:00,22.5,95,21.7,0.0,4.0,0.0,0.271
2021-01-08T07:00,23.1,92,21.7,0.0,4.5,32.0,0.271
2021-01-08T08:00,24.8,81,21.3,0.0,4.7,182.0,0.27
2021-01-08T09:00,26.6,71,20.9,0.0,8.0,366.0,0.269
2021-01-08T10:00,27.9,64,20.4,0.1,9.6,494.0,0.268
2021-01-08T11:00,28.8,63,21.1,0.2,9.4,597.0,0.267
2021-01-08T12:00,29.2,64,21.6,0.1,8.2,631.0,0.265
2021-01-08T13:00,29.8,62,21.9,0.0,9.9,645.0,0.263
2021-01-08T14:00,27.5,71,21.8,1.6,15.6,474.0,0.277
2021-01-08T15:00,28.2,68,21.7,0.1,11.3,349.0,0.277
2021-01-08T16:00,26.4,77,22.1,1.8,14.6,260.0,0.296
2021-01-08T17:00,26.1,76,21.6,0.1,11.6,99.0,0.276
2021-01-08T18:00,24.5,84,21.7,0.0,11.5,16.0,0.276
2021-01-08T19:00,23.9,88,21.7,0.0,12.8,0.0,0.275
2021-01-08T20:00,23.6,89,21.8,0.0,12.0,0.0,0.274
2021-01-08T21:00,23.4,91,21.8,0.0,10.4,0.0,0.274
2021-01-08T22:00,23.0,93,21.8,0.0,7.6,0.0,0.273
2021-01-08T23:00,22.9,94,21.8,0.0,4.8,0.0,0.273
2021-01-09T00:00,22.6,95,21.8,0.0,4.0,0.0,0.272
2021-01-09T01:00,22.1,98,21.7,0.0,3.0,0.0,0.272
2021-01-09T02:00,21.8,98,21.5,0.0,3.3,0.0,0.271
2021-01-09T03:00,22.0,98,21.6,0.0,2.9,0.0,0.271
2021-01-09T04:00,21.9,97,21.5,0.0,4.8,0.0,0.271
2021-01-09T05:00,21.8,96,21.2,0.0,4.6,0.0,0.277
2021-01-09T06:00,22.3,94,21.3,0.0,4.0,0.0,0.276
2021-01-09T07:00,22.8,91,21.3,0.0,6.0,32.0,0.275
2021-01-09T08:00,24.2,83,21.2,0.0,6.6,175.0,0.275
2021-01-09T09:00,26.0,72,20.5,0.0,7.5,350.0,0.273
2021-01-09T10:00,27.2,66,20.2,0.0,7.6,400.0,0.272
2021-01-09T11:00,28.1,61,20.0,0.0,8.0,436.0,0.27
2021-01-09T12:00,29.1,57,19.8,0.0,7.6,457.0,0.267
2021-01-09T13:00,29.4,56,19.7,0.0,8.1,534.0,0.265
2021-01-09T14:00,29.4,57,20.0,0.2,8.7,539.0,0.265
2021-01-09T15:00,28.8,60,20.3,0.2,10.8,344.0,0.264
2021-01-09T16:00,28.3,63,20.6,0.1,11.6,250.0,0.263
2021-01-09T17:00,26.8,69,20.6,0.0,12.0,103.0,0.265
2021-01-09T18:00,25.6,75,20.8,0.0,14.2,12.0,0.264
2021-01-09T19:00,24.8,79,21.0,0.0,13.1,0.0,0.264
2021-01-09T20:00,24.5,82,21.1,0.0,11.9,0.0,0.263
2021-01-09T21:00,24.2,83,21.2,0.0,8.8,0.0,0.263
2021-01-09T22:00,23.4,87,21.2,0.0,3.6,0.0,0.263
2021-01-09T23:00,22.8,92,21.4,0.0,3.3,0.0,0.262
2021-01-10T00:00,22.7,93,21.6,0.0,2.5,0.0,0.262
2021-01-10T01:00,22.8,92,21.4,0.0,2.7,0.0,0.262
2021-01-10T02:00,22.2,94,21.2,0.0,3.7,0.0,0.261
2021-01-10T03:00,22.5,93,21.3,0.0,2.4,0.0,0.261
2021-01-10T04:00,22.5,92,21.2,0.0,1.6,0.0,0.261
2021-01-10T05:00,22.5,90,20.8,0.1,1.9,0.0,0.263
2021-01-10T06:00,22.5,91,20.9,0.0,0.8,0.0,0.263
2021-01-10T07:00,22.8,90,21.0,0.0,0.4,16.0,0.263
2021-01-10T08:00,23.7,85,21.1,0.1,0.4,111.0,0.263
2021-01-10T09:00,24.5,82,21.2,0.4,1.1,194.0,0.265
2021-01-10T10:00,25.9,74,20.9,0.4,3.2,327.0,0.268
2021-01-10T11:00,26.9,68,20.4,0.1,2.7,390.0,0.267
2021-01-10T12:00,28.3,63,20.5,0.1,2.7,623.0,0.265
2021-01-10T13:00,29.3,59,20.4,0.0,1.5,703.0,0.263
2021-01-10T14:00,29.8,57,20.4,0.0,1.3,638.0,0.26
2021-01-10T15:00,29.7,58,20.5,0.0,0.8,490.0,0.257
2021-01-10T16:00,29.0,60,20.4,0.0,1.9,307.0,0.256
2021-01-10T17:00,26.2,75,21.4,0.3,7.1,65.0,0.253
2021-01-10T18:00,25.4,80,21.7,0.3,9.0,9.0,0.254
2021-01-10T19:00,24.5,89,22.5,0.6,8.0,0.0,0.26
2021-01-10T20:00,24.1,90,22.4,0.5,6.8,0.0,0.266
2021-01-10T21:00,23.9,91,22.4,0.3,5.0,0.0,0.269
2021-01-10T22:00,23.5,92,22.1,0.0,2.5,0.0,0.269
2021-01-10T23:00,23.3,95,22.4,0.0,2.6,0.0,0.269
2021-01-11T00:00,23.7,96,22.9,0.0,1.1,0.0,0.269
2021-01-11T01:00,23.4,95,22.6,0.1,2.3,0.0,0.27
2021-01-11T02:00,23.6,91,22.1,0.4,1.4,0.0,0.276
2021-01-11T03:00,23.1,96,22.4,0.5,2.6,0.0,0.282
2021-01-11T04:00,22.9,97,22.4,0.8,1.8,0.0,0.292
2021-01-11T05:00,22.9,98,22.5,0.6,1.6,0.0,0.3
2021-01-11T06:00,23.0,94,22.0,0.5,2.3,0.0,0.305
2021-01-11T07:00,22.8,95,22.0,0.5,4.3,11.0,0.312
2021-01-11T08:00,23.0,93,21.8,0.8,2.4,34.0,0.321
2021-01-11T09:00,23.2,91,21.7,0.3,4.5,94.0,0.322
2021-01-11T10:00,24.6,82,21.4,0.1,3.6,258.0,0.321
2021-01-11T11:00,27.0,69,20.8,0.1,5.8,539.0,0.318
2021-01-11T12:00,26.1,73,21.0,0.6,3.3,163.0,0.321
2021-01-11T13:00,25.9,76,21.3,0.4,4.1,196.0,0.322
2021-01-11T14:00,25.5,78,21.3,0.1,2.2,149.0,0.321
2021-01-11T15:00,25.3,79,21.4,0.0,1.9,111.0,0.319
2021-01-11T16:00,25.4,78,21.4,0.0,2.9,99.0,0.317
2021-01-11T17:00,24.3,88,22.1,0.1,1.1,46.0,0.312
2021-01-11T18:00,23.7,92,22.4,0.9,2.3,3.0,0.324
2021-01-11T19:00,24.0,87,21.7,0.6,1.5,0.0,0.33
2021-01-11T20:00,23.1,94,22.1,0.1,2.3,0.0,0.329
2021-01-11T21:00,23.5,90,21.7,0.0,2.6,0.0,0.327
2021-01-11T22:00,22.2,96,21.6,0.0,3.4,0.0,0.325
2021-01-11T23:00,22.5,95,21.6,0.0,3.3,0.0,0.323
2021-01-12T00:00,22.3,96,21.7,0.0,1.9,0.0,0.321
2021-01-12T01:00,22.0,98,21.6,0.0,3.4,0.0,0.319
2021-01-12T02:00,21.2,99,21.1,0.0,2.9,0.0,0.317
2021-01-12T03:00,21.6,97,21.1,0.0,6.6,0.0,0.316
2021-01-12T04:00,21.1,97,20.7,0.0,3.4,0.0,0.314
2021-01-12T05:00,21.6,96,20.9,0.0,4.6,0.0,0.311
2021-01-12T06:00,21.7,94,20.7,0.0,4.6,0.0,0.31
2021-01-12T07:00,22.1,91,20.6,0.0,6.6,16.0,0.309
2021-01-12T08:00,22.8,87,20.5,0.2,5.0,78.0,0.309
2021-01-12T09:00,23.0,88,20.9,0.4,3.6,90.0,0.312
2021-01-12T10:00,24.1,80,20.5,0.0,2.0,256.0,0.311
2021-01-12T11:00,24.8,76,20.2,0.7,0.4,207.0,0.318
2021-01-12T12:00,26.1,70,20.2,0.0,4.7,228.0,0.316
2021-01-12T13:00,27.2,65,20.1,0.1,9.3,282.0,0.314
2021-01-12T14:00,26.9,67,20.3,0.1,7.5,226.0,0.312
2021-01-12T15:00,26.7,68,20.3,0.0,5.1,180.0,0.31
2021-01-12T16:00,26.0,74,21.0,0.5,3.2,144.0,0.313
2021-01-12T17:00,25.2,83,22.1,0.2,1.1,24.0,0.305
2021-01-12T18:00,23.9,86,21.4,0.0,2.9,6.0,0.304
2021-01-12T19:00,23.4,90,21.7,0.0,2.9,0.0,0.303
2021-01-12T20:00,22.8,93,21.5,0.1,2.9,0.0,0.303
2021-01-12T21:00,22.5,94,21.5,0.1,3.2,0.0,0.303
2021-01-12T22:00,22.2,96,21.6,0.2,3.4,0.0,0.303
2021-01-12T23:00,22.5,94,21.4,0.1,1.5,0.0,0.303
2021-01-13T00:00,21.9,97,21.4,0.0,1.5,0.0,0.302
2021-01-13T01:00,21.9,98,21.5,0.0,1.9,0.0,0.301
2021-01-13T02:00,21.9,97,21.4,0.0,3.2,0.0,0.3
2021-01-13T03:00,21.9,97,21.4,0.0,3.1,0.0,0.3
2021-01-13T04:00,21.8,97,21.2,0.0,3.6,0.0,0.299
2021-01-13T05:00,21.9,95,21.0,0.0,3.7,0.0,0.334
2021-01-13T06:00,22.2,93,21.1,0.0,1.8,0.0,0.332
2021-01-13T07:00,22.4,93,21.2,0.0,5.4,14.0,0.33
2021-01-13T08:00,23.2,88,21.1,0.0,4.8,108.0,0.328
2021-01-13T09:00,25.0,79,21.0,0.1,5.7,288.0,0.327
2021-01-13T10:00,26.5,69,20.4,0.2,10.6,415.0,0.325
2021-01-13T11:00,28.0,60,19.6,0.0,11.9,574.0,0.322
2021-01-13T12:00,28.8,56,19.2,0.0,13.3,593.0,0.318
2021-01-13T13:00,28.9,56,19.3,0.1,14.8,613.0,0.314
2021-01-13T14:00,28.9,56,19.1,0.1,14.8,515.0,0.311
2021-01-13T15:00,28.2,59,19.4,0.0,15.5,394.0,0.309
2021-01-13T16:00,27.4,63,19.8,0.1,14.3,282.0,0.307
2021-01-13T17:00,26.1,70,20.2,0.0,12.0,147.0,0.304
2021-01-13T18:00,24.4,80,20.7,0.1,13.4,18.0,0.303
2021-01-13T19:00,23.8,84,20.9,0.1,12.9,0.0,0.303
2021-01-13T20:00,23.0,88,20.9,0.0,10.2,0.0,0.302
2021-01-13T21:00,22.5,91,20.9,0.0,9.0,0.0,0.301
2021-01-13T22:00,22.2,92,20.9,0.0,7.7,0.0,0.3
2021-01-13T23:00,21.9,94,20.9,0.0,7.1,0.0,0.299
2021-01-14T00:00,21.6,96,20.9,0.0,6.5,0.0,0.299
2021-01-14T01:00,21.1,98,20.7,0.0,5.0,0.0,0.298
2021-01-14T02:00,20.6,98,20.3,0.0,4.1,0.0,0.297
2021-01-14T03:00,20.1,98,19.9,0.0,3.6,0.0,0.296
2021-01-14T04:00,20.5,97,20.0,0.0,2.1,0.0,0.296
2021-01-14T05:00,20.3,97,19.8,0.0,2.7,0.0,0.296
2021-01-14T06:00,20.5,96,19.8,0.0,1.6,0.0,0.295
2021-01-14T07:00,21.0,94,19.9,0.0,3.2,35.0,0.294
2021-01-14T08:00,22.5,84,19.7,0.0,3.4,205.0,0.293
2021-01-14T09:00,24.1,76,19.7,0.0,3.5,394.0,0.291
2021-01-14T10:00,25.0,72,19.5,0.0,1.9,359.0,0.29
2021-01-14T11:00,25.6,69,19.6,0.0,3.3,258.0,0.288
2021-01-14T12:00,27.3,63,19.5,0.1,9.1,611.0,0.287
2021-01-14T13:00,27.3,65,20.2,0.2,8.4,456.0,0.286
2021-01-14T14:00,27.2,69,20.9,0.2,8.3,427.0,0.286
2021-01-14T15:00,26.4,73,21.1,0.4,10.3,364.0,0.288
2021-01-14T16:00,26.5,74,21.5,0.2,9.7,273.0,0.288
2021-01-14T17:00,24.4,85,21.7,0.2,9.4,123.0,0.299
2021-01-14T18:00,23.8,89,21.9,0.2,6.9,15.0,0.3
2021-01-14T19:00,23.6,91,22.0,0.1,6.3,0.0,0.3
2021-01-14T20:00,23.3,91,21.7,0.1,5.7,0.0,0.299
2021-01-14T21:00,23.0,91,21.5,0.0,5.8,0.0,0.299
2021-01-14T22:00,22.8,93,21.6,0.1,6.2,0.0,0.299
2021-01-14T23:00,22.5,94,21.5,0.0,5.0,0.0,0.299
2021-01-15T00:00,22.4,96,21.6,0.0,3.2,0.0,0.298
2021-01-15T01:00,22.1,97,21.6,0.0,2.3,0.0,0.298
2021-01-15T02:00,21.9,96,21.3,0.0,2.6,0.0,0.298
2021-01-15T03:00,21.5,98,21.1,0.0,3.2,0.0,0.297
2021-01-15T04:00,21.8,95,21.0,0.0,2.0,0.0,0.296
2021-01-15T05:00,21.4,95,20.6,0.0,4.0,0.0,0.3
2021-01-15T06:00,21.9,92,20.6,0.0,2.0,0.0,0.299
2021-01-15T07:00,22.1,93,20.9,0.0,1.1,29.0,0.299
2021-01-15T08:00,23.1,88,21.1,0.0,2.1,167.0,0.298
2021-01-15T09:00,24.5,78,20.5,0.0,5.1,305.0,0.297
2021-01-15T10:00,26.1,68,19.8,0.0,8.8,397.0,0.295
2021-01-15T11:00,27.5,61,19.4,0.0,10.5,485.0,0.293
2021-01-15T12:00,27.6,62,19.7,0.0,9.0,353.0,0.291
2021-01-15T13:00,28.8,58,19.7,0.1,11.5,645.0,0.288
2021-01-15T14:00,28.8,58,19.7,0.1,11.5,534.0,0.286
2021-01-15T15:00,28.2,61,20.0,0.0,9.8,342.0,0.285
2021-01-15T16:00,27.7,63,20.1,0.0,11.3,244.0,0.283
2021-01-15T17:00,25.2,76,20.6,0.0,3.6,108.0,0.282
2021-01-15T18:00,25.0,77,20.7,0.0,2.3,11.0,0.281
2021-01-15T19:00,24.0,85,21.3,0.0,3.6,0.0,0.281
2021-01-15T20:00,23.9,83,20.8,0.0,5.5,0.0,0.28
2021-01-15T21:00,23.6,85,20.9,0.0,8.7,0.0,0.28
2021-01-15T22:00,22.9,89,20.9,0.0,9.1,0.0,0.279
2021-01-15T23:00,22.6,91,21.0,0.0,8.0,0.0,0.279
2021-01-16T00:00,22.2,93,21.0,0.0,7.0,0.0,0.279
2021-01-16T01:00,21.9,94,20.9,0.0,5.8,0.0,0.278
2021-01-16T02:00,21.9,94,20.9,0.0,3.9,0.0,0.278
2021-01-16T03:00,21.6,96,20.9,0.0,2.4,0.0,0.278
2021-01-16T04:00,21.2,97,20.7,0.0,2.5,0.0,0.277
2021-01-16T05:00,21.1,96,20.5,0.0,2.9,0.0,0.277
2021-01-16T06:00,21.4,95,20.6,0.0,1.9,0.0,0.277
2021-01-16T07:00,22.2,90,20.5,0.0,4.6,31.0,0.277
2021-01-16T08:00,23.7,81,20.3,0.0,4.3,200.0,0.276
