# SOURCE: Open-Meteo ERA5 Reanalysis
"# LOCATION: Dharmapuri, Tamil Nadu (Target: 12.1211N, 78.1582E)"
# PERIOD: 2021-01-01 to 2023-12-31 IST
timestamp_ist,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,wind_speed_10m,shortwave_radiation,soil_moisture_0_to_7cm
2021-01-03T03:00,19.5,99,19.3,0.0,6.9,0.0,0.293
2021-01-03T04:00,19.2,99,19.0,0.0,6.6,0.0,0.293
2021-01-03T05:00,19.9,98,19.5,0.0,5.9,0.0,0.292
2021-01-03T06:00,19.8,98,19.5,0.1,6.1,0.0,0.292
2021-01-03T07:00,20.4,94,19.4,0.1,8.4,19.0,0.293
2021-01-03T08:00,21.0,91,19.4,0.1,9.4,71.0,0.293
2021-01-03T09:00,23.0,81,19.6,0.0,10.4,318.0,0.292
2021-01-03T10:00,24.1,76,19.6,0.0,13.0,369.0,0.291
2021-01-03T11:00,24.6,74,19.7,0.0,14.4,377.0,0.29
2021-01-03T12:00,25.1,72,19.8,0.1,15.7,401.0,0.289
2021-01-03T13:00,25.9,69,19.7,0.2,16.3,474.0,0.288
2021-01-03T14:00,25.1,75,20.4,1.5,16.2,527.0,0.301
2021-01-03T15:00,24.5,76,20.0,0.5,15.2,370.0,0.305
2021-01-03T16:00,23.8,79,20.0,0.0,13.7,274.0,0.304
2021-01-03T17:00,23.2,82,20.0,0.1,14.6,92.0,0.302
2021-01-03T18:00,21.9,93,20.8,0.7,10.9,8.0,0.307
2021-01-03T19:00,21.8,93,20.7,0.1,11.9,0.0,0.308
2021-01-03T20:00,21.6,94,20.6,0.2,12.7,0.0,0.309
2021-01-03T21:00,21.5,96,20.9,0.2,13.7,0.0,0.31
2021-01-03T22:00,21.2,96,20.6,0.1,13.0,0.0,0.31
2021-01-03T23:00,20.9,98,20.5,0.0,11.5,0.0,0.309
2021-01-04T00:00,20.8,98,20.4,0.1,10.8,0.0,0.309
2021-01-04T01:00,20.7,98,20.4,0.2,9.4,0.0,0.31
2021-01-04T02:00,20.6,98,20.4,0.2,8.3,0.0,0.312
2021-01-04T03:00,20.6,98,20.3,0.1,8.7,0.0,0.312
2021-01-04T04:00,20.5,97,19.9,0.0,9.8,0.0,0.311
2021-01-04T05:00,20.2,96,19.5,0.0,10.1,0.0,0.307
2021-01-04T06:00,20.1,96,19.5,0.0,10.0,0.0,0.306
2021-01-04T07:00,20.4,95,19.6,0.1,12.9,27.0,0.306
2021-01-04T08:00,21.0,91,19.4,0.2,13.9,115.0,0.307
2021-01-04T09:00,22.3,83,19.2,0.0,15.2,221.0,0.306
2021-01-04T10:00,23.8,73,18.7,0.0,16.2,427.0,0.304
2021-01-04T11:00,25.1,64,17.9,0.0,17.3,565.0,0.302
2021-01-04T12:00,25.9,62,18.0,0.0,17.2,577.0,0.3
2021-01-04T13:00,25.4,64,18.2,0.0,15.2,411.0,0.298
2021-01-04T14:00,26.1,63,18.5,0.0,10.9,440.0,0.296
2021-01-04T15:00,25.9,66,19.0,0.1,12.6,464.0,0.295
2021-01-04T16:00,25.2,69,19.1,0.0,13.0,272.0,0.293
2021-01-04T17:00,23.5,79,19.7,0.3,11.0,124.0,0.293
2021-01-04T18:00,22.2,87,20.0,0.0,10.6,11.0,0.293
2021-01-04T19:00,21.9,88,19.9,0.2,11.5,0.0,0.294
2021-01-04T20:00,21.4,92,20.0,0.1,10.8,0.0,0.294
2021-01-04T21:00,21.4,92,20.0,0.0,10.1,0.0,0.294
2021-01-04T22:00,20.7,96,20.0,0.0,9.4,0.0,0.293
2021-01-04T23:00,20.4,98,20.0,0.0,9.0,0.0,0.293
2021-01-05T00:00,20.2,98,19.9,0.0,9.7,0.0,0.292
2021-01-05T01:00,20.4,97,19.9,0.0,10.1,0.0,0.292
2021-01-05T02:00,20.3,97,19.8,0.0,9.7,0.0,0.292
2021-01-05T03:00,20.3,98,19.9,0.0,7.3,0.0,0.291
2021-01-05T04:00,19.9,99,19.8,0.0,6.0,0.0,0.291
2021-01-05T05:00,19.9,99,19.8,0.0,7.4,0.0,0.292
2021-01-05T06:00,20.1,97,19.7,0.0,9.4,0.0,0.291
2021-01-05T07:00,20.6,94,19.6,0.0,12.0,29.0,0.291
2021-01-05T08:00,22.3,83,19.2,0.0,13.9,162.0,0.29
2021-01-05T09:00,23.8,76,19.3,0.0,16.2,277.0,0.29
2021-01-05T10:00,24.5,74,19.5,0.1,17.4,339.0,0.289
2021-01-05T11:00,24.3,76,19.8,0.2,16.7,338.0,0.289
2021-01-05T12:00,23.8,81,20.4,0.5,14.0,324.0,0.292
2021-01-05T13:00,24.1,82,20.8,0.5,12.5,388.0,0.295
2021-01-05T14:00,24.5,77,20.3,0.1,12.9,274.0,0.295
2021-01-05T15:00,24.0,79,20.2,0.1,15.9,226.0,0.295
2021-01-05T16:00,22.9,88,20.8,0.1,14.5,112.0,0.295
2021-01-05T17:00,23.7,81,20.2,0.2,10.8,50.0,0.286
2021-01-05T18:00,22.5,88,20.4,0.1,8.7,9.0,0.286
2021-01-05T19:00,21.9,91,20.5,0.1,6.1,0.0,0.286
2021-01-05T20:00,21.3,95,20.5,0.1,5.1,0.0,0.286
2021-01-05T21:00,21.1,97,20.6,1.0,4.7,0.0,0.296
2021-01-05T22:00,21.2,97,20.8,0.7,7.6,0.0,0.305
2021-01-05T23:00,21.2,98,20.9,0.2,8.9,0.0,0.307
2021-01-06T00:00,21.2,98,20.8,0.0,10.3,0.0,0.306
2021-01-06T01:00,21.1,98,20.8,0.0,8.3,0.0,0.306
2021-01-06T02:00,21.0,99,20.8,0.1,7.1,0.0,0.306
2021-01-06T03:00,21.1,98,20.8,0.1,6.6,0.0,0.307
2021-01-06T04:00,21.0,99,20.8,0.1,6.8,0.0,0.307
2021-01-06T05:00,20.9,98,20.7,0.1,4.9,0.0,0.368
2021-01-06T06:00,21.4,96,20.8,0.1,7.1,0.0,0.366
2021-01-06T07:00,21.4,98,21.1,0.2,9.1,16.0,0.364
2021-01-06T08:00,22.0,92,20.7,0.1,11.6,110.0,0.362
2021-01-06T09:00,23.4,88,21.3,0.2,10.8,287.0,0.361
2021-01-06T10:00,24.8,86,22.3,0.1,9.8,474.0,0.359
2021-01-06T11:00,25.2,80,21.5,0.1,10.2,459.0,0.356
2021-01-06T12:00,26.1,79,22.1,0.2,8.8,626.0,0.354
2021-01-06T13:00,26.0,76,21.5,1.8,13.4,494.0,0.371
2021-01-06T14:00,24.1,84,21.3,4.3,13.4,205.0,0.414
2021-01-06T15:00,23.6,88,21.5,1.9,12.3,309.0,0.41
2021-01-06T16:00,23.5,83,20.4,0.3,12.4,180.0,0.4
2021-01-06T17:00,22.1,95,21.2,0.2,10.5,88.0,0.394
2021-01-06T18:00,21.9,96,21.3,0.2,8.8,5.0,0.389
2021-01-06T19:00,21.8,97,21.2,0.1,6.5,0.0,0.384
2021-01-06T20:00,21.5,97,21.1,0.1,5.7,0.0,0.38
2021-01-06T21:00,21.3,98,20.9,0.0,5.7,0.0,0.377
2021-01-06T22:00,21.3,99,21.1,0.0,6.5,0.0,0.374
2021-01-06T23:00,21.3,99,21.1,0.1,9.1,0.0,0.371
2021-01-07T00:00,21.2,99,21.1,0.0,7.3,0.0,0.369
2021-01-07T01:00,21.3,99,21.2,0.0,6.9,0.0,0.366
2021-01-07T02:00,21.3,97,20.8,0.1,7.2,0.0,0.365
2021-01-07T03:00,21.1,99,20.9,0.1,6.5,0.0,0.364
2021-01-07T04:00,21.0,100,21.0,0.1,6.7,0.0,0.363
2021-01-07T05:00,20.6,98,20.4,0.0,7.9,0.0,0.408
2021-01-07T06:00,20.7,98,20.5,1.1,9.5,0.0,0.41
2021-01-07T07:00,20.8,98,20.5,0.4,9.0,7.0,0.404
2021-01-07T08:00,21.6,93,20.4,0.2,10.5,62.0,0.398
2021-01-07T09:00,22.3,90,20.6,0.1,12.0,129.0,0.393
2021-01-07T10:00,23.2,87,20.8,0.4,11.9,207.0,0.392
2021-01-07T11:00,23.9,84,21.0,0.1,13.6,283.0,0.388
2021-01-07T12:00,24.1,82,20.9,0.1,15.5,308.0,0.385
2021-01-07T13:00,24.6,79,20.8,0.2,15.1,314.0,0.383
2021-01-07T14:00,24.5,81,20.9,0.2,13.7,218.0,0.381
2021-01-07T15:00,24.7,79,20.9,0.0,13.7,204.0,0.379
2021-01-07T16:00,24.8,79,20.9,0.0,12.6,159.0,0.376
2021-01-07T17:00,24.2,82,21.0,0.1,12.3,94.0,0.371
2021-01-07T18:00,23.2,87,21.0,0.1,12.3,14.0,0.37
2021-01-07T19:00,22.5,91,20.9,0.0,11.6,0.0,0.369
2021-01-07T20:00,22.1,92,20.8,0.1,9.2,0.0,0.368
2021-01-07T21:00,21.9,93,20.8,0.3,6.1,0.0,0.369
2021-01-07T22:00,21.9,95,21.0,0.2,8.3,0.0,0.369
2021-01-07T23:00,21.5,97,21.0,0.1,7.6,0.0,0.368
2021-01-08T00:00,21.2,98,20.9,0.0,7.6,0.0,0.367
2021-01-08T01:00,21.1,99,20.9,0.0,8.0,0.0,0.366
2021-01-08T02:00,21.1,99,21.0,0.0,6.8,0.0,0.365
2021-01-08T03:00,21.2,98,20.9,0.1,11.5,0.0,0.366
2021-01-08T04:00,21.1,98,20.8,0.3,9.8,0.0,0.368
2021-01-08T05:00,21.1,98,20.9,0.1,8.0,0.0,0.364
2021-01-08T06:00,21.5,95,20.7,0.0,10.1,0.0,0.363
2021-01-08T07:00,21.9,93,20.7,0.0,10.5,23.0,0.363
2021-01-08T08:00,22.8,89,20.8,0.0,11.2,116.0,0.362
2021-01-08T09:00,23.7,84,20.8,0.1,11.5,250.0,0.361
2021-01-08T10:00,25.2,76,20.8,0.1,10.9,486.0,0.359
2021-01-08T11:00,26.3,74,21.3,0.0,9.4,586.0,0.357
2021-01-08T12:00,27.0,73,21.8,0.0,9.0,699.0,0.355
2021-01-08T13:00,27.5,72,22.0,0.1,11.5,737.0,0.352
2021-01-08T14:00,26.5,73,21.3,0.4,12.6,620.0,0.353
2021-01-08T15:00,25.7,77,21.4,0.1,13.0,381.0,0.352
2021-01-08T16:00,24.4,85,21.7,1.8,13.4,250.0,0.37
2021-01-08T17:00,24.2,82,20.9,1.6,10.8,92.0,0.352
2021-01-08T18:00,22.7,90,21.1,0.0,8.7,15.0,0.351
2021-01-08T19:00,22.4,93,21.2,0.0,9.4,0.0,0.351
2021-01-08T20:00,21.9,96,21.3,0.0,10.4,0.0,0.35
2021-01-08T21:00,21.6,98,21.2,0.0,9.7,0.0,0.35
2021-01-08T22:00,21.5,98,21.3,0.0,8.6,0.0,0.349
2021-01-08T23:00,21.7,95,20.9,0.2,11.5,0.0,0.35
2021-01-09T00:00,21.4,96,20.8,0.4,10.9,0.0,0.352
2021-01-09T01:00,21.3,97,20.9,0.1,10.0,0.0,0.352
2021-01-09T02:00,21.2,98,20.8,0.0,9.5,0.0,0.352
2021-01-09T03:00,21.0,98,20.7,0.0,8.8,0.0,0.351
2021-01-09T04:00,21.0,98,20.7,0.0,11.2,0.0,0.351
2021-01-09T05:00,20.7,98,20.5,0.1,9.7,0.0,0.348
2021-01-09T06:00,21.1,95,20.3,0.0,10.5,0.0,0.348
2021-01-09T07:00,21.3,95,20.4,0.0,10.1,23.0,0.348
2021-01-09T08:00,22.2,89,20.4,0.0,11.9,129.0,0.347
2021-01-09T09:00,23.5,82,20.2,0.1,12.6,274.0,0.347
2021-01-09T10:00,24.8,76,20.2,0.1,13.0,414.0,0.347
2021-01-09T11:00,25.6,72,20.2,0.2,13.0,472.0,0.347
2021-01-09T12:00,26.0,70,20.1,0.2,13.0,479.0,0.347
2021-01-09T13:00,26.5,68,20.2,0.4,12.3,569.0,0.348
2021-01-09T14:00,26.8,67,20.1,0.2,13.2,501.0,0.348
2021-01-09T15:00,26.7,67,20.0,0.1,14.1,431.0,0.346
2021-01-09T16:00,26.1,69,20.0,0.0,14.1,283.0,0.345
2021-01-09T17:00,24.6,78,20.5,0.0,13.0,120.0,0.34
2021-01-09T18:00,23.4,84,20.6,0.0,11.2,17.0,0.34
2021-01-09T19:00,22.8,87,20.5,0.0,11.9,0.0,0.339
2021-01-09T20:00,22.2,90,20.5,0.0,12.6,0.0,0.339
2021-01-09T21:00,21.9,92,20.5,0.0,11.5,0.0,0.339
2021-01-09T22:00,21.5,94,20.5,0.0,10.4,0.0,0.339
2021-01-09T23:00,21.4,94,20.4,0.0,9.0,0.0,0.339
2021-01-10T00:00,20.9,97,20.4,0.0,8.8,0.0,0.338
2021-01-10T01:00,20.6,99,20.4,0.0,7.1,0.0,0.338
2021-01-10T02:00,20.9,97,20.4,0.0,8.0,0.0,0.338
2021-01-10T03:00,20.6,99,20.4,0.0,6.1,0.0,0.338
2021-01-10T04:00,20.6,98,20.3,0.1,8.2,0.0,0.338
2021-01-10T05:00,20.4,100,20.3,0.0,6.9,0.0,0.336
2021-01-10T06:00,20.7,96,20.0,0.0,7.7,0.0,0.336
2021-01-10T07:00,20.9,94,20.0,0.0,9.0,21.0,0.336
2021-01-10T08:00,21.7,89,19.9,0.0,10.7,104.0,0.336
2021-01-10T09:00,23.1,82,19.8,0.1,11.8,210.0,0.336
2021-01-10T10:00,23.8,78,19.7,0.0,13.1,238.0,0.335
2021-01-10T11:00,24.5,74,19.5,0.1,12.3,264.0,0.334
2021-01-10T12:00,25.2,71,19.5,0.1,11.3,357.0,0.334
2021-01-10T13:00,25.4,70,19.6,0.1,10.4,391.0,0.333
2021-01-10T14:00,25.6,69,19.5,0.0,9.5,385.0,0.332
2021-01-10T15:00,25.8,68,19.3,0.0,9.6,357.0,0.33
2021-01-10T16:00,25.6,67,19.1,0.0,9.2,267.0,0.33
2021-01-10T17:00,24.6,76,20.1,0.0,8.0,110.0,0.323
2021-01-10T18:00,23.5,81,20.1,0.0,6.6,12.0,0.323
2021-01-10T19:00,23.1,85,20.5,0.2,6.9,0.0,0.324
2021-01-10T20:00,22.8,88,20.8,0.1,7.9,0.0,0.325
2021-01-10T21:00,22.3,91,20.7,0.0,7.5,0.0,0.325
2021-01-10T22:00,21.9,93,20.7,0.0,4.7,0.0,0.325
2021-01-10T23:00,22.0,92,20.7,0.0,5.8,0.0,0.325
2021-01-11T00:00,21.9,93,20.8,0.0,6.6,0.0,0.325
2021-01-11T01:00,21.5,96,20.9,0.1,5.2,0.0,0.326
2021-01-11T02:00,21.5,97,21.0,0.5,5.4,0.0,0.329
2021-01-11T03:00,21.4,98,21.1,0.4,7.1,0.0,0.334
2021-01-11T04:00,21.2,98,20.8,0.2,8.7,0.0,0.336
2021-01-11T05:00,21.0,98,20.7,0.1,7.4,0.0,0.336
2021-01-11T06:00,21.2,96,20.5,0.0,7.6,0.0,0.336
2021-01-11T07:00,21.0,95,20.3,0.0,8.3,12.0,0.336
2021-01-11T08:00,21.4,93,20.2,0.0,9.9,62.0,0.336
2021-01-11T09:00,21.7,90,20.1,0.0,10.2,93.0,0.336
2021-01-11T10:00,22.8,84,19.9,0.0,11.5,208.0,0.335
2021-01-11T11:00,23.2,82,19.9,0.0,10.6,160.0,0.334
2021-01-11T12:00,23.4,81,20.0,0.3,10.0,163.0,0.336
2021-01-11T13:00,23.8,81,20.3,0.1,7.9,222.0,0.336
2021-01-11T14:00,24.5,77,20.1,0.0,11.3,306.0,0.335
2021-01-11T15:00,24.5,77,20.1,0.1,8.3,203.0,0.335
2021-01-11T16:00,23.9,82,20.6,0.0,6.1,86.0,0.335
2021-01-11T17:00,23.4,83,20.3,0.0,5.8,41.0,0.323
2021-01-11T18:00,23.0,85,20.3,0.1,8.4,6.0,0.323
2021-01-11T19:00,22.6,87,20.4,0.1,7.9,0.0,0.323
2021-01-11T20:00,22.1,90,20.4,0.0,7.2,0.0,0.323
2021-01-11T21:00,21.9,91,20.4,0.0,7.0,0.0,0.323
2021-01-11T22:00,21.3,95,20.5,0.0,6.3,0.0,0.323
2021-01-11T23:00,20.9,97,20.4,0.0,6.2,0.0,0.323
2021-01-12T00:00,20.6,98,20.4,0.0,7.1,0.0,0.323
2021-01-12T01:00,20.6,97,20.2,0.0,10.9,0.0,0.323
2021-01-12T02:00,20.6,95,19.8,0.0,11.2,0.0,0.322
2021-01-12T03:00,20.2,96,19.6,0.0,10.3,0.0,0.322
2021-01-12T04:00,19.9,96,19.3,0.0,9.7,0.0,0.322
2021-01-12T05:00,19.8,96,19.1,0.0,8.9,0.0,0.319
2021-01-12T06:00,19.8,95,18.9,0.0,10.2,0.0,0.319
2021-01-12T07:00,20.1,92,18.8,0.0,12.5,17.0,0.319
2021-01-12T08:00,20.8,88,18.6,0.0,13.0,64.0,0.319
2021-01-12T09:00,22.2,80,18.5,0.0,12.7,160.0,0.318
2021-01-12T10:00,23.0,75,18.4,0.0,12.5,249.0,0.318
2021-01-12T11:00,24.3,71,18.7,0.0,14.5,409.0,0.316
2021-01-12T12:00,25.1,70,19.2,0.2,17.0,472.0,0.316
2021-01-12T13:00,25.0,71,19.4,0.0,14.5,322.0,0.315
2021-01-12T14:00,25.0,73,19.9,0.2,14.5,387.0,0.316
2021-01-12T15:00,24.0,80,20.4,0.2,12.7,212.0,0.317
2021-01-12T16:00,23.8,79,20.0,0.0,12.6,139.0,0.317
2021-01-12T17:00,22.7,89,20.8,0.0,11.9,46.0,0.325
2021-01-12T18:00,22.1,92,20.7,0.1,9.6,6.0,0.326
2021-01-12T19:00,21.9,93,20.8,0.1,8.0,0.0,0.326
2021-01-12T20:00,21.7,96,20.9,0.1,7.6,0.0,0.326
2021-01-12T21:00,21.6,96,20.9,0.0,7.2,0.0,0.326
2021-01-12T22:00,21.3,96,20.7,0.0,7.2,0.0,0.326
2021-01-12T23:00,21.1,98,20.8,0.0,8.9,0.0,0.326
2021-01-13T00:00,20.9,99,20.8,0.0,9.3,0.0,0.326
2021-01-13T01:00,20.9,98,20.6,0.1,9.1,0.0,0.326
2021-01-13T02:00,20.7,98,20.4,0.1,8.9,0.0,0.327
2021-01-13T03:00,20.5,98,20.1,0.0,10.4,0.0,0.327
2021-01-13T04:00,20.2,96,19.5,0.0,10.3,0.0,0.327
2021-01-13T05:00,19.8,96,19.1,0.0,11.0,0.0,0.328
2021-01-13T06:00,19.9,95,19.1,0.0,11.9,0.0,0.328
2021-01-13T07:00,19.9,95,19.1,0.0,12.2,10.0,0.327
2021-01-13T08:00,20.7,91,19.2,0.0,15.8,95.0,0.327
2021-01-13T09:00,22.1,85,19.5,0.0,14.3,221.0,0.327
2021-01-13T10:00,23.5,78,19.5,0.1,13.8,307.0,0.326
2021-01-13T11:00,25.0,70,19.1,0.1,16.8,483.0,0.326
2021-01-13T12:00,26.1,65,19.0,0.0,18.2,594.0,0.324
2021-01-13T13:00,26.3,63,18.8,0.0,16.3,586.0,0.322
2021-01-13T14:00,26.3,63,18.8,0.0,16.6,519.0,0.32
2021-01-13T15:00,25.6,67,18.9,0.1,17.5,395.0,0.319
2021-01-13T16:00,25.0,70,19.0,0.1,16.4,289.0,0.318
2021-01-13T17:00,24.2,76,19.8,0.1,10.4,117.0,0.32
2021-01-13T18:00,22.7,83,19.7,0.0,8.8,21.0,0.32
2021-01-13T19:00,22.3,85,19.7,0.0,9.4,0.0,0.32
2021-01-13T20:00,21.9,86,19.5,0.0,10.9,0.0,0.319
2021-01-13T21:00,21.6,87,19.4,0.0,11.9,0.0,0.319
2021-01-13T22:00,21.1,91,19.7,0.0,11.6,0.0,0.319
2021-01-13T23:00,20.8,94,19.9,0.0,9.5,0.0,0.319
2021-01-14T00:00,20.2,97,19.7,0.0,7.6,0.0,0.318
2021-01-14T01:00,20.1,98,19.7,0.0,7.3,0.0,0.318
2021-01-14T02:00,19.9,98,19.7,0.0,6.9,0.0,0.318
2021-01-14T03:00,19.5,99,19.4,0.0,7.4,0.0,0.318
2021-01-14T04:00,18.9,99,18.7,0.0,10.0,0.0,0.318
2021-01-14T05:00,18.7,98,18.3,0.0,10.0,0.0,0.317
2021-01-14T06:00,18.9,94,17.9,0.0,8.4,0.0,0.317
2021-01-14T07:00,19.3,91,17.9,0.0,8.7,32.0,0.317
2021-01-14T08:00,20.8,85,18.2,0.0,8.2,172.0,0.316
2021-01-14T09:00,23.0,75,18.3,0.0,11.0,385.0,0.315
2021-01-14T10:00,24.3,71,18.8,0.0,12.3,490.0,0.314
2021-01-14T11:00,24.2,74,19.2,0.0,11.7,400.0,0.313
2021-01-14T12:00,24.3,74,19.3,0.2,10.8,323.0,0.313
2021-01-14T13:00,25.0,75,20.2,0.1,11.6,521.0,0.312
2021-01-14T14:00,25.5,76,20.9,0.1,11.9,532.0,0.311
2021-01-14T15:00,25.2,76,20.8,0.1,10.0,477.0,0.311
2021-01-14T16:00,23.9,84,21.1,2.7,15.8,215.0,0.343
2021-01-14T17:00,22.8,92,21.4,2.7,11.5,93.0,0.352
2021-01-14T18:00,22.1,93,21.0,0.6,8.0,14.0,0.358
2021-01-14T19:00,21.9,94,20.9,0.3,9.7,0.0,0.36
2021-01-14T20:00,21.4,96,20.7,0.2,11.5,0.0,0.36
2021-01-14T21:00,21.2,95,20.5,0.1,9.4,0.0,0.359
2021-01-14T22:00,21.2,95,20.4,0.4,8.7,0.0,0.362
2021-01-14T23:00,21.1,96,20.5,0.0,9.7,0.0,0.36
2021-01-15T00:00,20.8,98,20.5,0.0,9.5,0.0,0.358
2021-01-15T01:00,20.5,99,20.3,0.0,8.3,0.0,0.357
2021-01-15T02:00,20.5,99,20.4,0.0,8.0,0.0,0.355
2021-01-15T03:00,20.4,98,20.2,0.0,7.8,0.0,0.354
2021-01-15T04:00,20.3,98,20.1,0.0,6.6,0.0,0.353
2021-01-15T05:00,20.2,99,20.0,0.0,7.3,0.0,0.351
2021-01-15T06:00,20.1,99,19.9,0.0,6.8,0.0,0.349
2021-01-15T07:00,20.3,98,19.9,0.0,8.7,21.0,0.348
2021-01-15T08:00,21.2,90,19.5,0.0,11.0,144.0,0.347
2021-01-15T09:00,22.3,82,19.0,0.0,11.0,286.0,0.346
2021-01-15T10:00,23.3,74,18.3,0.0,12.3,425.0,0.344
2021-01-15T11:00,24.7,67,18.2,0.0,13.7,551.0,0.342
2021-01-15T12:00,25.2,67,18.5,0.0,14.1,466.0,0.339
2021-01-15T13:00,25.6,66,18.8,0.0,14.9,508.0,0.337
2021-01-15T14:00,25.2,68,18.9,0.0,15.1,350.0,0.335
2021-01-15T15:00,25.6,67,19.0,0.0,12.1,401.0,0.333
2021-01-15T16:00,25.8,66,19.0,0.0,13.0,362.0,0.331
2021-01-15T17:00,23.9,76,19.4,0.0,9.4,143.0,0.332
2021-01-15T18:00,23.1,80,19.5,0.0,6.4,11.0,0.332
2021-01-15T19:00,22.7,82,19.4,0.0,7.1,0.0,0.331
2021-01-15T20:00,22.0,85,19.4,0.0,6.9,0.0,0.33
2021-01-15T21:00,21.6,88,19.4,0.0,6.2,0.0,0.33
2021-01-15T22:00,21.7,88,19.6,0.0,6.8,0.0,0.329
2021-01-15T23:00,21.7,89,19.8,0.0,7.6,0.0,0.329
2021-01-16T00:00,21.5,91,20.0,0.0,7.6,0.0,0.329
2021-01-16T01:00,20.9,95,20.1,0.0,7.6,0.0,0.328
2021-01-16T02:00,20.4,98,20.1,0.0,7.6,0.0,0.328
2021-01-16T03:00,20.3,99,20.1,0.0,8.6,0.0,0.328
2021-01-16T04:00,20.0,98,19.8,0.0,9.4,0.0,0.327
2021-01-16T05:00,19.6,99,19.4,0.0,6.8,0.0,0.324
2021-01-16T06:00,20.1,95,19.2,0.0,7.2,0.0,0.324
2021-01-16T07:00,20.5,92,19.1,0.0,8.4,24.0,0.324
2021-01-16T08:00,21.8,83,18.8,0.0,10.2,168.0,0.323
