dataset,filename,split,class_label,folder_id,sha256_api,sha256_actual,sha256_match,phash,size_bytes,created_date,download_status,local_path,download_url
Dataset_01_jtttfbx342,aphids_disease_(108).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,bcc43c7b1451d8a3fe7c6d515206b1ec7e0d38b74b7d82473056c9e6c7d21718,bcc43c7b1451d8a3fe7c6d515206b1ec7e0d38b74b7d82473056c9e6c7d21718,YES,ffffcf8383c4f8c0,3811464,2024-12-30T20:16:11.978Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(108).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/8874f926-ea25-48bb-992c-7181b4a34256/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(11).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,58cd7f3e2c59ecaa42ab9b48b275fd28621138106067128fd7f1fff957384092,58cd7f3e2c59ecaa42ab9b48b275fd28621138106067128fd7f1fff957384092,YES,ffff0000fffffffe,3826154,2024-12-30T20:16:17.711Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(11).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/890f290b-2123-4d47-8e21-3dab49914929/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(109).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,dcaa0c99a174011109495d0a0e2d35beac06e3033fd55a914cf3006c8f559d53,dcaa0c99a174011109495d0a0e2d35beac06e3033fd55a914cf3006c8f559d53,YES,ffffc381c1e1fffd,3897683,2024-12-30T20:16:15.835Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(109).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/3f3fe948-f640-4ece-b118-9189c9aca410/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(110).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,a0e25d99b71c7991fc779313ae387d8faee7421e3c713cc3d32b904af3b5b97f,a0e25d99b71c7991fc779313ae387d8faee7421e3c713cc3d32b904af3b5b97f,YES,ffe78181e3fff400,3844933,2024-12-30T20:16:17.909Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(110).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/ef834c2e-d0d0-4882-94aa-abe633259e66/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(111).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,832ff4660886ad7d9697a159e186f73efad49159d8b8cdcfe9db60d6b61c8411,832ff4660886ad7d9697a159e186f73efad49159d8b8cdcfe9db60d6b61c8411,YES,ffffe781c1e1fec4,3912470,2024-12-30T20:16:19.308Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(111).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/4e55c025-0f76-41d4-b06c-8c3f5dc19e56/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(112).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,194493cccf363918eb29fda48548c03652f9e0369fb671bfb6e95b16743d2163,194493cccf363918eb29fda48548c03652f9e0369fb671bfb6e95b16743d2163,YES,ffffc1c1f3fdf0c0,3682909,2024-12-30T20:16:19.488Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(112).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/570e66d3-12a9-4351-a9a9-7b0d73fcd071/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(113).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,996e1ed290cad31e8cbe24a2568c3984b02c84a002d626d8870e58c63f92a9a2,996e1ed290cad31e8cbe24a2568c3984b02c84a002d626d8870e58c63f92a9a2,YES,ffffcf8180f8c080,3784935,2024-12-30T20:16:19.684Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(113).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/d6e4b69e-c526-431a-9a9a-2cc26dec8f6e/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(114).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,7b8fb67ebd6ce485af8d5a86967c3d516e07852248472b3b66cac1ba486d5506,7b8fb67ebd6ce485af8d5a86967c3d516e07852248472b3b66cac1ba486d5506,YES,ffffc381c1fffff8,3844579,2024-12-30T20:16:19.943Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(114).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/107dbb5f-4df3-43fe-8dc4-bfc984f97bc0/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(116).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,e13a9febbc3708bfccd4e8c8fa1f7bfc25bf49e00a6c7d5340a908eea43edf81,e13a9febbc3708bfccd4e8c8fa1f7bfc25bf49e00a6c7d5340a908eea43edf81,YES,ffffc381c0fee4c0,3862437,2024-12-30T20:16:20.24Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(116).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/dbb5faf8-0881-4b3d-b74d-76b2e22b4a7e/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(115).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,73b9eed328af55f1171ef31de3deece667a68e72bf4ebc77393991a6882d428f,73b9eed328af55f1171ef31de3deece667a68e72bf4ebc77393991a6882d428f,YES,ffff8181fff7f000,3815637,2024-12-30T20:16:19.969Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(115).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/5c155c4d-5d6e-406f-b325-b8724bc9fffe/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(117).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,70cd23ca12a2d83d5f41fd8b04565dc23f2b559538a82c465524f9e9865e15f0,70cd23ca12a2d83d5f41fd8b04565dc23f2b559538a82c465524f9e9865e15f0,YES,ffff8180f3fff4f0,3941989,2024-12-30T20:16:20.951Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(117).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/f5514841-7ae4-4d1f-8779-3e3c337afa02/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(118).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,995aa977589c5b877b908d514f992fcbfa7eec30e5b81dd0d25d5ff9434eda93,995aa977589c5b877b908d514f992fcbfa7eec30e5b81dd0d25d5ff9434eda93,YES,ffffff8100c2fcf8,3963406,2024-12-30T20:16:22.113Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(118).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/8701b502-73d0-47de-943e-2e90599a832f/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(119).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,2973ee28432ddda3d26fbf4cb7b77daca256e6b1c0e3b3e0aeb7d863b392d8ac,2973ee28432ddda3d26fbf4cb7b77daca256e6b1c0e3b3e0aeb7d863b392d8ac,YES,ffffe70100e3fffe,3960961,2024-12-30T20:16:25.802Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(119).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/85ba77af-7722-445f-816f-682ff8aa09f0/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(12).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,5b08a62af8347f2c0fb2275d6ef06316d013a994e9dcfe1257b8b0d83de36994,5b08a62af8347f2c0fb2275d6ef06316d013a994e9dcfe1257b8b0d83de36994,YES,ffff8701c0fffffc,3833167,2024-12-30T20:16:24.105Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(12).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/7ad75f1d-4608-48dd-8727-c0c3a1504f75/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(120).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,a691e68cc0a416260f72de31a477d0126ae1db5e2bf1bfbdc73c2af082834475,a691e68cc0a416260f72de31a477d0126ae1db5e2bf1bfbdc73c2af082834475,YES,ffff8100c3fff4e0,3916418,2024-12-30T20:16:27.525Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(120).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/766a1670-1bcf-4bf4-8fa1-c9420a7c7a2a/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(121).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,ff1b9446d80245a062d6bfbffe7cd33fe9e7714fbbcbc1cd7a840b11d04d7a87,ff1b9446d80245a062d6bfbffe7cd33fe9e7714fbbcbc1cd7a840b11d04d7a87,YES,ffffe78180e3ffc4,3915787,2024-12-30T20:16:28.228Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(121).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/0b468fd0-eb8a-4f48-b18e-dba618fbd9d9/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(122).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,c11241b959dba62a08c43b5676b3a6532212ea39739e18e724dfceeef1137900,c11241b959dba62a08c43b5676b3a6532212ea39739e18e724dfceeef1137900,YES,ffffc1c0e3fff0e0,3690087,2024-12-30T20:16:28.146Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(122).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/0a401011-4d3d-4c35-8a54-1277fabc4acc/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(124).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,57dbbdaad64e8b1597bdd662b1eb52422d9335f18912592bf3d66d040c6c40ba,57dbbdaad64e8b1597bdd662b1eb52422d9335f18912592bf3d66d040c6c40ba,YES,ffffc381c1f3fffc,3704298,2024-12-30T20:16:28.41Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(124).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/9790b59f-9075-4c1b-b14d-bf27173fec50/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(123).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,7e3e48e5632053dd1e7ed8b6bfa2a78fc1effbde87b701452836a4bdfd914b34,7e3e48e5632053dd1e7ed8b6bfa2a78fc1effbde87b701452836a4bdfd914b34,YES,ffffcf8280ccf0c0,3790015,2024-12-30T20:16:28.369Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(123).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/5e283a89-8b3f-4a92-b063-21ec2c0315eb/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(125).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,830d14b983f49bfa1b8c2651664906549241d103f7b28b29b9b47b03750fe139,830d14b983f49bfa1b8c2651664906549241d103f7b28b29b9b47b03750fe139,YES,ffffc381c3fff0e0,3754015,2024-12-30T20:16:28.448Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(125).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/e2d5c45f-b5a5-44c1-9493-898b166eaa22/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(126).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,bf9baa1d7e39aa3c539918799a1b19012c2111a0499fe96805e62d18d37895ee,bf9baa1d7e39aa3c539918799a1b19012c2111a0499fe96805e62d18d37895ee,YES,ffffe781c0f5f4c0,3797657,2024-12-30T20:16:28.898Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(126).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/a93bf433-db1e-4783-8de6-9075c1fb4401/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(127).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,419a17c31479c8e8fe8f744f7066a609dbd3b0ee0ab109963edec2d334d18f28,419a17c31479c8e8fe8f744f7066a609dbd3b0ee0ab109963edec2d334d18f28,YES,ffff0180e0ffffe0,4175709,2024-12-30T20:16:29.41Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(127).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/d4f614b5-cb82-44fc-94e1-c901380174c6/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(128).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,6cdb3e4665c152c7244fd41a5e8f1eff39b2d85c9224de8a1cc39c58478c3679,6cdb3e4665c152c7244fd41a5e8f1eff39b2d85c9224de8a1cc39c58478c3679,YES,ffffc70080c7ffc1,4180334,2024-12-30T20:16:30.056Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(128).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/474c448e-3bc1-42ca-bcc2-405fa1bfc78e/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(129).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,a56192b36102dd182966eaad6c64f249bee4171393dc017833264f875fe09f34,a56192b36102dd182966eaad6c64f249bee4171393dc017833264f875fe09f34,YES,ffffc70180c1ffff,4134968,2024-12-30T20:16:30.352Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(129).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/ea4ff8d7-826a-494b-bff2-aa0a6e3acfd0/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(13).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,2e490c1b7c71ec3ac6e4e53b337b9608bfe240b35330fdf3831c663e2dad5d17,2e490c1b7c71ec3ac6e4e53b337b9608bfe240b35330fdf3831c663e2dad5d17,YES,ffffff8000ffffff,3843189,2024-12-30T20:16:35.205Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(13).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/80bf1687-1499-40f7-9bdf-3d2565ed81e6/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(130).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,1c034aa1966abc33a10b44987c3f14d2ea20959a2fb4fa3fbba799695bd868ff,1c034aa1966abc33a10b44987c3f14d2ea20959a2fb4fa3fbba799695bd868ff,YES,ffff0100c1fffff4,4151354,2024-12-30T20:16:37.308Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(130).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/d329bbf8-04e4-46c2-a155-929d9e3ece2a/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(133).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,0a83d4f9b5f891639756aad29ecebefbe0b5e4c936b7d7bec3684ca3dfe286f1,0a83d4f9b5f891639756aad29ecebefbe0b5e4c936b7d7bec3684ca3dfe286f1,YES,ffffff8280ecf0c0,3685948,2024-12-30T20:16:33.705Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(133).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/70582123-f596-4700-a510-0399025e843f/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(132).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,fe03d5a06635141b8e956a1496db5d7ba7c6f7818efdf1a629ac340be6e7edea,fe03d5a06635141b8e956a1496db5d7ba7c6f7818efdf1a629ac340be6e7edea,YES,ffffc3c1e3fcf0e0,3717769,2024-12-30T20:16:36.411Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(132).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/7cde2cd2-eabd-4084-97f0-5e004b41a975/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(131).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,2e7ac8c2b8e28fcde49a4f9c116860afcb62aab2590c8d277da39f7dca3eaf4c,2e7ac8c2b8e28fcde49a4f9c116860afcb62aab2590c8d277da39f7dca3eaf4c,YES,ffffff8080c1ffe0,3981128,2024-12-30T20:16:32.493Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(131).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/d0fd56aa-92e8-4bc4-b985-f6d5fb429be0/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(134).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,62c3666fd0a2f1d04d8c2497aa9e85d34ae0b87331397f4ea55ae50b93a18da7,62c3666fd0a2f1d04d8c2497aa9e85d34ae0b87331397f4ea55ae50b93a18da7,YES,fffff781c1f3fbd0,3684680,2024-12-30T20:16:37.234Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(134).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/f046f545-145f-42ae-9330-09090f187f01/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(135).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,a37d4077250c835699de02a130ec41a3f8cadc15b0f29df3961fd887cca4b82b,a37d4077250c835699de02a130ec41a3f8cadc15b0f29df3961fd887cca4b82b,YES,ffffe381c3fef0c0,3717114,2024-12-30T20:16:36.877Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(135).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/0769df9e-448a-4411-a906-eab647a47ba0/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(136).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,5f320fa3c57aa02485e6ebd74861f3e1d142a9f7693983e8cec4c0d1c5a28c22,5f320fa3c57aa02485e6ebd74861f3e1d142a9f7693983e8cec4c0d1c5a28c22,YES,ffffe380c0fce0c0,3748827,2024-12-30T20:16:37.594Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(136).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/19e1e44f-8e8b-4b00-a405-20b06bd98b7f/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(138).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,1c62ac8bf7ad72246ad2acc99c8d0734cf394f10b553fe488d756940b06a04bf,1c62ac8bf7ad72246ad2acc99c8d0734cf394f10b553fe488d756940b06a04bf,YES,ffffe78081c7ffff,3945250,2024-12-30T20:16:37.479Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(138).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/339db5f7-6640-4020-bb2b-fc1b7e07a30b/file_downloaded
Dataset_01_jtttfbx342,aphids_disease_(14).jpg,original,Aphids_Disease,ccc522cc-7cfa-4650-aef7-3bc36c66f6cb,f8334d3f31070865c8b7206c65bb51d071b65aa4ae824cdaee2273e120f60852,f8334d3f31070865c8b7206c65bb51d071b65aa4ae824cdaee2273e120f60852,YES,ffff8100c3fffffe,3750471,2024-12-30T20:16:38.565Z,SUCCESS,D:\curuma\turmeric_datasets\dataset_01\original\Aphids_Disease\aphids_disease_(14).jpg,https://data.mendeley.com/public-files/datasets/jtttfbx342/files/3498a1ab-687c-452c-a276-0689f2e5f599/file_downloaded
