image_A,image_B,dataset_A,dataset_B,duplicate_type,similarity_score,hamming_distance,class_A,class_B,sha256_A,sha256_B
aphids_disease_(196).jpg,Rhizome Healthy Root00027.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,dfc664c922ff928cbb07afe0417a083fc74a96cbad6298b20d15c86fc4467dec,581455dd1795265737fcdb0c98151c8efd0e53c4bbdfed210adc16f86b63a000
aphids_disease_(196).jpg,Rhizome Healthy Root00029.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,dfc664c922ff928cbb07afe0417a083fc74a96cbad6298b20d15c86fc4467dec,3835df92135db2ba80f4dc67dd51d4ab10db2fd18fa835a53280dd4318d1c91a
aphids_disease_(196).jpg,Rhizome Healthy Root00030.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,dfc664c922ff928cbb07afe0417a083fc74a96cbad6298b20d15c86fc4467dec,5ce7923d7a7e7b4bd048f205c90e9a9a8d400d2fd8cf48fec15ac85b74cc3468
aphids_disease_(196).jpg,Rhizome Healthy Root00031.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,dfc664c922ff928cbb07afe0417a083fc74a96cbad6298b20d15c86fc4467dec,be1d95036007d6dc54776a298c8ed737b1c2ae0a0b8d9720d368b6fd64dfef46
aphids_disease_(196).jpg,Rhizome Healthy Root00104.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,dfc664c922ff928cbb07afe0417a083fc74a96cbad6298b20d15c86fc4467dec,c6e84c358fef466d5d651d6badc72f487938a8971667c64a8b9cd6ba4e2a15f6
aphids_disease_(197).jpg,Dry Leaf00106.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Aphids_Disease,Dry_Leaf,20c57bf22b47f603be55d5e4c04a470ec9f1bd00d68dec9665445d2c314d0061,bf51d86e769f79565126a609d7663982a5939e707036279be63053b07f71726b
aphids_disease_(199).jpg,Rhizome Disease Root00004.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Disease_Roots,3b9ff4e74c0230a78fb1047c2970957c63b310e8948af873b13840a0eb41b981,6f6e64319c0d1bab197b171a1f9a7efdec00a918a246926057b9e33d25fb5eee
aphids_disease_(199).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Disease_Roots,3b9ff4e74c0230a78fb1047c2970957c63b310e8948af873b13840a0eb41b981,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
aphids_disease_(199).jpg,Rhizome Healthy Root00197.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,3b9ff4e74c0230a78fb1047c2970957c63b310e8948af873b13840a0eb41b981,a80da83064e1b58fe8d6e41c454b32d0a111e01d0d2fbe1b50a6d5303b8cf8cb
aphids_disease_(199).jpg,Rhizome Healthy Root00198.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,3b9ff4e74c0230a78fb1047c2970957c63b310e8948af873b13840a0eb41b981,dcd362ff05f693cd0d5729594d6880236cf0b71b68820e3fd5f3d65483ccde1a
aphids_disease_(199).jpg,Rhizome Healthy Root00302.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,3b9ff4e74c0230a78fb1047c2970957c63b310e8948af873b13840a0eb41b981,1b056c0bec593d0fb2c3b1ab4b9d24f80ed054d4ea4c181663cd9794f0288604
aphids_disease_(202).jpg,Dry Leaf00143.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Dry_Leaf,b000fe3f905cd72eed6b7eb96c37d0a2dc5fe8cf5e96fed3ae23bfc164ca432a,264aaf55af985e2d563adbfe4338e6d7666deb78327e547e536cc5a3f2933d56
aphids_disease_(204).jpg,Dry Leaf00021.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Dry_Leaf,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,80b07af320ce31e8a146fc8c36d40920359a994dbb7ce32c5c787d0e269bb363
aphids_disease_(204).jpg,Dry Leaf00189.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,e9931494175e3e5645f934f7f99fdc81a783ad520fb0078cef333cb05cb65fce
aphids_disease_(204).jpg,Leaf Blotch00005.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Leaf_Blotch,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,b5226d7c1649a14108ea4d4cb07f7891e66ce892f3f25536e7c1e20665c8d718
aphids_disease_(204).jpg,Rhizome Disease Root00004.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Disease_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,6f6e64319c0d1bab197b171a1f9a7efdec00a918a246926057b9e33d25fb5eee
aphids_disease_(204).jpg,Rhizome Disease Root00031.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Disease_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,dedf2d9306dfb93c43063f67c4400508fe0bb5a6138b865bc0149e9e0602865b
aphids_disease_(204).jpg,Rhizome Disease Root00108.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Disease_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,fa6b8eb8029c35c84b3dd6988ff45733a0cbc5ba5532d4c88d1db7643118aa4a
aphids_disease_(204).jpg,Rhizome Disease Root00109.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Disease_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,f0c627b63b768afb39ae808c03bc62bcc065f94fbbbfb48b32fec6d423d28a8d
aphids_disease_(204).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=6,6,Aphids_Disease,Rhizome_Disease_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
aphids_disease_(204).jpg,Rhizome Disease Root00119.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Disease_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,3860ca121dc7be8a9b92246d9524d17e1638a64bf917d306d2677a941a170454
aphids_disease_(204).jpg,Rhizome Disease Root00174.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Disease_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,ecfb7eb332f9325f118c4febd130514cf65ed231d12141528bdc38f53c4e84e0
aphids_disease_(204).jpg,Rhizome Disease Root00176.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Aphids_Disease,Rhizome_Disease_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,4f668ea4799377a46be43218163c55f7774abdc0b33fc941041410a16945444d
aphids_disease_(204).jpg,Rhizome Healthy Root00024.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,aee3163751aae1c2194e061cc5be15c4ec5e2688c78c5e434db62615e22b0429
aphids_disease_(204).jpg,Rhizome Healthy Root00027.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,581455dd1795265737fcdb0c98151c8efd0e53c4bbdfed210adc16f86b63a000
aphids_disease_(204).jpg,Rhizome Healthy Root00029.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,3835df92135db2ba80f4dc67dd51d4ab10db2fd18fa835a53280dd4318d1c91a
aphids_disease_(204).jpg,Rhizome Healthy Root00030.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,5ce7923d7a7e7b4bd048f205c90e9a9a8d400d2fd8cf48fec15ac85b74cc3468
aphids_disease_(204).jpg,Rhizome Healthy Root00031.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,be1d95036007d6dc54776a298c8ed737b1c2ae0a0b8d9720d368b6fd64dfef46
aphids_disease_(204).jpg,Rhizome Healthy Root00102.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,42ed63fbc1a84d627ef27ec356342cf7d62182b1cfb585f9cbc082ed88702993
aphids_disease_(204).jpg,Rhizome Healthy Root00103.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,1a182a290d5ec92d08bc0bb7826ce7992966ad9ac025b6731f8d48f1b0071cec
aphids_disease_(204).jpg,Rhizome Healthy Root00104.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,c6e84c358fef466d5d651d6badc72f487938a8971667c64a8b9cd6ba4e2a15f6
aphids_disease_(204).jpg,Rhizome Healthy Root00107.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,017cc054582ac4cf8d0e919aa024caa2617a290a63fbfbdb4d191d3865b199b3
aphids_disease_(204).jpg,Rhizome Healthy Root00197.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,a80da83064e1b58fe8d6e41c454b32d0a111e01d0d2fbe1b50a6d5303b8cf8cb
aphids_disease_(204).jpg,Rhizome Healthy Root00198.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,dcd362ff05f693cd0d5729594d6880236cf0b71b68820e3fd5f3d65483ccde1a
aphids_disease_(204).jpg,Rhizome Healthy Root00232.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,bc937e060206b7ac479f3eee51788f6e75bc98567118a529ef1b20784b1f366c
aphids_disease_(204).jpg,Rhizome Healthy Root00258.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,741a6e06ca571fd5eea19c54fbb3ea01caa6353c419ec5110589eb77afea706b
aphids_disease_(204).jpg,Rhizome Healthy Root00298.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,2783c1890cd370aeaac62205f04cd2f8e6dbd23c5f0a56b5e3406893bed3c47f
aphids_disease_(204).jpg,Rhizome Healthy Root00302.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,1b056c0bec593d0fb2c3b1ab4b9d24f80ed054d4ea4c181663cd9794f0288604
aphids_disease_(204).jpg,Rhizome Healthy Root00303.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,17142b4f6fd5e806d2ef44caaa5a026f03c0750b33c210d13e4d02fc8c70caaa,67b3e63120ef420e06cb311a4b97a1c1cb953fa026bae3e4e864d26264f1d837
aphids_disease_(206).jpg,Dry Leaf00049.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,380edc2266ba81c32dbb4068bd095223f599530f7265f6d96afcb12c1894e729,319d981af9df48246c86314c43f6489c9b8020dccdf45288eeeeef33f9cce8ad
aphids_disease_(208).jpg,Dry Leaf00062.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,811c9faae55143f2a91b5a786ff5f312d970748df9e91d6afbc70e4dfbc9f8ef,052e974a96c438f0786614db5fdafa54c9618cca910fefa47fba31bde5b435bb
aphids_disease_(208).jpg,Dry Leaf00183.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,811c9faae55143f2a91b5a786ff5f312d970748df9e91d6afbc70e4dfbc9f8ef,6c977e13b65a6bd5c7bedbf38061458669ae4c4c1095f287f17fa0c76c892336
aphids_disease_(209).jpg,Dry Leaf00021.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,6a0bb2e3f4b061008a850d96dbfcb38c1d3a77ff71818be2876fd470a432c6f9,80b07af320ce31e8a146fc8c36d40920359a994dbb7ce32c5c787d0e269bb363
aphids_disease_(209).jpg,Leaf Blotch00004.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Leaf_Blotch,6a0bb2e3f4b061008a850d96dbfcb38c1d3a77ff71818be2876fd470a432c6f9,a96b36433507af73e39df1d2ad9989e773b79c0d27ae1ebfbf5ecc18de823a07
aphids_disease_(209).jpg,Leaf Blotch00005.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Leaf_Blotch,6a0bb2e3f4b061008a850d96dbfcb38c1d3a77ff71818be2876fd470a432c6f9,b5226d7c1649a14108ea4d4cb07f7891e66ce892f3f25536e7c1e20665c8d718
aphids_disease_(209).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Disease_Roots,6a0bb2e3f4b061008a850d96dbfcb38c1d3a77ff71818be2876fd470a432c6f9,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
aphids_disease_(209).jpg,Rhizome Healthy Root00232.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,6a0bb2e3f4b061008a850d96dbfcb38c1d3a77ff71818be2876fd470a432c6f9,bc937e060206b7ac479f3eee51788f6e75bc98567118a529ef1b20784b1f366c
aphids_disease_(209).jpg,Rhizome Healthy Root00302.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,6a0bb2e3f4b061008a850d96dbfcb38c1d3a77ff71818be2876fd470a432c6f9,1b056c0bec593d0fb2c3b1ab4b9d24f80ed054d4ea4c181663cd9794f0288604
aphids_disease_(21).jpg,Dry Leaf00082.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=8,8,Aphids_Disease,Dry_Leaf,cca972e0a1a4becb1def24b12eac897005054ebc07c3db3e1c6d10af3d69fd7e,0fef36b29f2c7149a46f1781d1a4edbd110d22d5b39a80b27eba7248551a7943
aphids_disease_(21).jpg,Dry Leaf00103.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,cca972e0a1a4becb1def24b12eac897005054ebc07c3db3e1c6d10af3d69fd7e,bbfb3df38cb3490b790738984ea414551d8babc594859e0349b9edea546188c8
aphids_disease_(21).jpg,Dry Leaf00143.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,cca972e0a1a4becb1def24b12eac897005054ebc07c3db3e1c6d10af3d69fd7e,264aaf55af985e2d563adbfe4338e6d7666deb78327e547e536cc5a3f2933d56
aphids_disease_(21).jpg,Rhizome Healthy Root00029.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,cca972e0a1a4becb1def24b12eac897005054ebc07c3db3e1c6d10af3d69fd7e,3835df92135db2ba80f4dc67dd51d4ab10db2fd18fa835a53280dd4318d1c91a
aphids_disease_(21).jpg,Rhizome Healthy Root00030.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,cca972e0a1a4becb1def24b12eac897005054ebc07c3db3e1c6d10af3d69fd7e,5ce7923d7a7e7b4bd048f205c90e9a9a8d400d2fd8cf48fec15ac85b74cc3468
aphids_disease_(21).jpg,Rhizome Healthy Root00031.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,cca972e0a1a4becb1def24b12eac897005054ebc07c3db3e1c6d10af3d69fd7e,be1d95036007d6dc54776a298c8ed737b1c2ae0a0b8d9720d368b6fd64dfef46
aphids_disease_(212).jpg,Dry Leaf00082.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,d869d3c136bab3e5b25c989f2f4ff962ca3bb70d560cd88379411d9e506ae121,0fef36b29f2c7149a46f1781d1a4edbd110d22d5b39a80b27eba7248551a7943
aphids_disease_(212).jpg,Dry Leaf00143.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,d869d3c136bab3e5b25c989f2f4ff962ca3bb70d560cd88379411d9e506ae121,264aaf55af985e2d563adbfe4338e6d7666deb78327e547e536cc5a3f2933d56
aphids_disease_(214).jpg,Dry Leaf00021.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Dry_Leaf,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,80b07af320ce31e8a146fc8c36d40920359a994dbb7ce32c5c787d0e269bb363
aphids_disease_(214).jpg,Dry Leaf00079.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,1f6e087d7212035df77783d7de4752f7700ec05b7df4e4a76f3f7282d7157451
aphids_disease_(214).jpg,Leaf Blotch00005.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Leaf_Blotch,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,b5226d7c1649a14108ea4d4cb07f7891e66ce892f3f25536e7c1e20665c8d718
aphids_disease_(214).jpg,Rhizome Disease Root00004.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Disease_Roots,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,6f6e64319c0d1bab197b171a1f9a7efdec00a918a246926057b9e33d25fb5eee
aphids_disease_(214).jpg,Rhizome Disease Root00114.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=6,6,Aphids_Disease,Rhizome_Disease_Roots,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,3a652734257559efc017044a527d4be6683a935a05e18c03b9115f80560df8be
aphids_disease_(214).jpg,Rhizome Disease Root00119.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Disease_Roots,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,3860ca121dc7be8a9b92246d9524d17e1638a64bf917d306d2677a941a170454
aphids_disease_(214).jpg,Rhizome Disease Root00176.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Disease_Roots,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,4f668ea4799377a46be43218163c55f7774abdc0b33fc941041410a16945444d
aphids_disease_(214).jpg,Rhizome Healthy Root00104.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,c6e84c358fef466d5d651d6badc72f487938a8971667c64a8b9cd6ba4e2a15f6
aphids_disease_(214).jpg,Rhizome Healthy Root00107.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,017cc054582ac4cf8d0e919aa024caa2617a290a63fbfbdb4d191d3865b199b3
aphids_disease_(214).jpg,Rhizome Healthy Root00232.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,bc937e060206b7ac479f3eee51788f6e75bc98567118a529ef1b20784b1f366c
aphids_disease_(214).jpg,Rhizome Healthy Root00302.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Healthy_Roots,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,1b056c0bec593d0fb2c3b1ab4b9d24f80ed054d4ea4c181663cd9794f0288604
aphids_disease_(214).jpg,Rhizome Healthy Root00303.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Rhizome_Healthy_Roots,e0b9e8a7e53c0575955ba655ca75c238aaa9b24d95be775ae08183614d7634b4,67b3e63120ef420e06cb311a4b97a1c1cb953fa026bae3e4e864d26264f1d837
aphids_disease_(216).jpg,Rhizome Disease Root00008.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=9,9,Aphids_Disease,Rhizome_Disease_Roots,e02ab087c86a9ca28b88f2e65d59c9c73fdffab185f0de57c9a0fd1a53215f69,a6e77cfbf64275527984914e7fdd09c4ab1d62431b8b1b2624fef313809d1a73
aphids_disease_(217).jpg,Dry Leaf00106.JPG,Dataset_01_jtttfbx342,Dataset_02_g46dvrcvwn,NEAR_DUPLICATE_PHASH,Hamming=10,10,Aphids_Disease,Dry_Leaf,6b11a63cc4e3ae8e0a36f9c2a5cfd92b7d6c40028c96c4dc6e584b3cdd702095,bf51d86e769f79565126a609d7663982a5939e707036279be63053b07f71726b
